"lid","reporter","indicator","unit"
15976,"Bulgaria","(a) ","th persons, period average"
20178,"Croatia","(a) ","th persons, period average"
16837,"Czechia","(a) ","th persons, period average"
22837,"Poland","(a) ","th persons, period average"
24673,"Russia","(a) ","th persons, period average"
25829,"Ukraine","(a) ","th persons, period average"
18751,"Hungary","(a) ","th persons, end of period"
23804,"Romania","(a) ","th persons, end of period"
26564,"Slovakia","(a) ","th persons, end of period"
91732,"Belarus","(a) ","in % of total"
80182,"Bulgaria","(a) ","in % of total"
80210,"Croatia","(a) ","in % of total"
80194,"Czechia","(a) ","in % of total"
84022,"Hungary","(a) ","in % of total"
80240,"Poland","(a) ","in % of total"
84029,"Romania","(a) ","in % of total"
80261,"Russia","(a) ","in % of total"
80268,"Slovakia","(a) ","in % of total"
80275,"Ukraine","(a) ","in % of total"
91685,"Belarus","(a) ","th persons, period average"
15978,"Bulgaria","(a) ","th persons, period average"
20180,"Croatia","(a) ","th persons, period average"
16839,"Czechia","(a) ","th persons, period average"
22839,"Poland","(a) ","th persons, period average"
24675,"Russia","(a) ","th persons, period average"
25831,"Ukraine","(a) ","th persons, period average"
18753,"Hungary","(a) ","th persons, end of period"
23806,"Romania","(a) ","th persons, end of period"
26568,"Slovakia","(a) ","th persons, end of period"
91735,"Belarus","(a) ","in % of total"
80183,"Bulgaria","(a) ","in % of total"
80211,"Croatia","(a) ","in % of total"
80195,"Czechia","(a) ","in % of total"
84023,"Hungary","(a) ","in % of total"
80241,"Poland","(a) ","in % of total"
84030,"Romania","(a) ","in % of total"
80262,"Russia","(a) ","in % of total"
80269,"Slovakia","(a) ","in % of total"
80276,"Ukraine","(a) ","in % of total"
91684,"Belarus","(a) ","th persons, period average"
15977,"Bulgaria","(a) ","th persons, period average"
20179,"Croatia","(a) ","th persons, period average"
16838,"Czechia","(a) ","th persons, period average"
22838,"Poland","(a) ","th persons, period average"
24674,"Russia","(a) ","th persons, period average"
25830,"Ukraine","(a) ","th persons, period average"
18752,"Hungary","(a) ","th persons, end of period"
23805,"Romania","(a) ","th persons, end of period"
26566,"Slovakia","(a) ","th persons, end of period"
91734,"Belarus","(a) ","in % of total"
80184,"Bulgaria","(a) ","in % of total"
80212,"Croatia","(a) ","in % of total"
80196,"Czechia","(a) ","in % of total"
84024,"Hungary","(a) ","in % of total"
80242,"Poland","(a) ","in % of total"
84031,"Romania","(a) ","in % of total"
80263,"Russia","(a) ","in % of total"
80270,"Slovakia","(a) ","in % of total"
80277,"Ukraine","(a) ","in % of total"
91686,"Belarus","(a) ","th persons, period average"
15980,"Bulgaria","(a) ","th persons, period average"
20182,"Croatia","(a) ","th persons, period average"
16841,"Czechia","(a) ","th persons, period average"
22841,"Poland","(a) ","th persons, period average"
24677,"Russia","(a) ","th persons, period average"
25833,"Ukraine","(a) ","th persons, period average"
18755,"Hungary","(a) ","th persons, end of period"
23808,"Romania","(a) ","th persons, end of period"
26572,"Slovakia","(a) ","th persons, end of period"
91736,"Belarus","(a) ","in % of total"
80185,"Bulgaria","(a) ","in % of total"
80213,"Croatia","(a) ","in % of total"
80199,"Czechia","(a) ","in % of total"
84025,"Hungary","(a) ","in % of total"
80243,"Poland","(a) ","in % of total"
84032,"Romania","(a) ","in % of total"
80264,"Russia","(a) ","in % of total"
80271,"Slovakia","(a) ","in % of total"
80278,"Ukraine","(a) ","in % of total"
76675,"Bosnia and Herzegovina","(a) ","th persons, period average"
72013,"Croatia","(a) ","th persons, period average"
72014,"Kazakhstan","(a) ","th persons, period average"
110380,"Kosovo","(a) ","th persons, period average"
120447,"Moldova","(a) ","th persons, period average"
72015,"Montenegro","(a) ","th persons, period average"
72016,"North Macedonia","(a) ","th persons, period average"
142199,"Russia","(a) ","th persons, period average"
72017,"Serbia","(a) ","th persons, period average"
82704,"Ukraine","(a) ","th persons, period average"
79323,"Bosnia and Herzegovina","(a) ","in % of total"
79343,"Croatia","(a) ","in % of total"
79385,"Kazakhstan","(a) ","in % of total"
110401,"Kosovo","(a) ","in % of total"
120487,"Moldova","(a) ","in % of total"
79405,"Montenegro","(a) ","in % of total"
79425,"North Macedonia","(a) ","in % of total"
142220,"Russia","(a) ","in % of total"
79445,"Serbia","(a) ","in % of total"
82724,"Ukraine","(a) ","in % of total"
76655,"Bosnia and Herzegovina","(a) ","th persons, period average"
58644,"Croatia","(a) ","th persons, period average"
69401,"Kazakhstan","(a) ","th persons, period average"
120448,"Moldova","(a) ","th persons, period average"
70271,"Montenegro","(a) ","th persons, period average"
63047,"North Macedonia","(a) ","th persons, period average"
142179,"Russia","(a) ","th persons, period average"
58563,"Serbia","(a) ","th persons, period average"
82685,"Ukraine","(a) ","th persons, period average"
79303,"Bosnia and Herzegovina","(a) ","in % of total"
79324,"Croatia","(a) ","in % of total"
79366,"Kazakhstan","(a) ","in % of total"
120488,"Moldova","(a) ","in % of total"
79386,"Montenegro","(a) ","in % of total"
79406,"North Macedonia","(a) ","in % of total"
142200,"Russia","(a) ","in % of total"
79426,"Serbia","(a) ","in % of total"
82705,"Ukraine","(a) ","in % of total"
76656,"Bosnia and Herzegovina","(a) ","th persons, period average"
58645,"Croatia","(a) ","th persons, period average"
69402,"Kazakhstan","(a) ","th persons, period average"
110382,"Kosovo","(a) ","th persons, period average"
120449,"Moldova","(a) ","th persons, period average"
70272,"Montenegro","(a) ","th persons, period average"
63048,"North Macedonia","(a) ","th persons, period average"
142180,"Russia","(a) ","th persons, period average"
58564,"Serbia","(a) ","th persons, period average"
82686,"Ukraine","(a) ","th persons, period average"
79304,"Bosnia and Herzegovina","(a) ","in % of total"
79325,"Croatia","(a) ","in % of total"
79367,"Kazakhstan","(a) ","in % of total"
110403,"Kosovo","(a) ","in % of total"
120489,"Moldova","(a) ","in % of total"
79387,"Montenegro","(a) ","in % of total"
79407,"North Macedonia","(a) ","in % of total"
142201,"Russia","(a) ","in % of total"
79427,"Serbia","(a) ","in % of total"
82706,"Ukraine","(a) ","in % of total"
76657,"Bosnia and Herzegovina","(a) ","th persons, period average"
58646,"Croatia","(a) ","th persons, period average"
69403,"Kazakhstan","(a) ","th persons, period average"
110383,"Kosovo","(a) ","th persons, period average"
120450,"Moldova","(a) ","th persons, period average"
70273,"Montenegro","(a) ","th persons, period average"
63049,"North Macedonia","(a) ","th persons, period average"
142181,"Russia","(a) ","th persons, period average"
58565,"Serbia","(a) ","th persons, period average"
82687,"Ukraine","(a) ","th persons, period average"
79305,"Bosnia and Herzegovina","(a) ","in % of total"
79326,"Croatia","(a) ","in % of total"
79368,"Kazakhstan","(a) ","in % of total"
110404,"Kosovo","(a) ","in % of total"
120490,"Moldova","(a) ","in % of total"
79388,"Montenegro","(a) ","in % of total"
79408,"North Macedonia","(a) ","in % of total"
142202,"Russia","(a) ","in % of total"
79428,"Serbia","(a) ","in % of total"
82707,"Ukraine","(a) ","in % of total"
76658,"Bosnia and Herzegovina","(a) ","th persons, period average"
58647,"Croatia","(a) ","th persons, period average"
69404,"Kazakhstan","(a) ","th persons, period average"
110384,"Kosovo","(a) ","th persons, period average"
120451,"Moldova","(a) ","th persons, period average"
70274,"Montenegro","(a) ","th persons, period average"
63050,"North Macedonia","(a) ","th persons, period average"
142182,"Russia","(a) ","th persons, period average"
58566,"Serbia","(a) ","th persons, period average"
82688,"Ukraine","(a) ","th persons, period average"
79306,"Bosnia and Herzegovina","(a) ","in % of total"
79327,"Croatia","(a) ","in % of total"
79369,"Kazakhstan","(a) ","in % of total"
110405,"Kosovo","(a) ","in % of total"
120491,"Moldova","(a) ","in % of total"
79389,"Montenegro","(a) ","in % of total"
79409,"North Macedonia","(a) ","in % of total"
142203,"Russia","(a) ","in % of total"
79429,"Serbia","(a) ","in % of total"
82708,"Ukraine","(a) ","in % of total"
76659,"Bosnia and Herzegovina","(a) ","th persons, period average"
58648,"Croatia","(a) ","th persons, period average"
69405,"Kazakhstan","(a) ","th persons, period average"
110385,"Kosovo","(a) ","th persons, period average"
120452,"Moldova","(a) ","th persons, period average"
70275,"Montenegro","(a) ","th persons, period average"
63051,"North Macedonia","(a) ","th persons, period average"
142183,"Russia","(a) ","th persons, period average"
58567,"Serbia","(a) ","th persons, period average"
82689,"Ukraine","(a) ","th persons, period average"
79307,"Bosnia and Herzegovina","(a) ","in % of total"
79328,"Croatia","(a) ","in % of total"
79370,"Kazakhstan","(a) ","in % of total"
110406,"Kosovo","(a) ","in % of total"
120492,"Moldova","(a) ","in % of total"
79390,"Montenegro","(a) ","in % of total"
79410,"North Macedonia","(a) ","in % of total"
142204,"Russia","(a) ","in % of total"
79430,"Serbia","(a) ","in % of total"
82709,"Ukraine","(a) ","in % of total"
76660,"Bosnia and Herzegovina","(a) ","th persons, period average"
58649,"Croatia","(a) ","th persons, period average"
69406,"Kazakhstan","(a) ","th persons, period average"
110386,"Kosovo","(a) ","th persons, period average"
120453,"Moldova","(a) ","th persons, period average"
70276,"Montenegro","(a) ","th persons, period average"
63052,"North Macedonia","(a) ","th persons, period average"
142184,"Russia","(a) ","th persons, period average"
58568,"Serbia","(a) ","th persons, period average"
82690,"Ukraine","(a) ","th persons, period average"
79308,"Bosnia and Herzegovina","(a) ","in % of total"
79329,"Croatia","(a) ","in % of total"
79371,"Kazakhstan","(a) ","in % of total"
110407,"Kosovo","(a) ","in % of total"
120493,"Moldova","(a) ","in % of total"
79391,"Montenegro","(a) ","in % of total"
79411,"North Macedonia","(a) ","in % of total"
142205,"Russia","(a) ","in % of total"
79431,"Serbia","(a) ","in % of total"
82710,"Ukraine","(a) ","in % of total"
76661,"Bosnia and Herzegovina","(a) ","th persons, period average"
58650,"Croatia","(a) ","th persons, period average"
69407,"Kazakhstan","(a) ","th persons, period average"
110387,"Kosovo","(a) ","th persons, period average"
120454,"Moldova","(a) ","th persons, period average"
70277,"Montenegro","(a) ","th persons, period average"
63053,"North Macedonia","(a) ","th persons, period average"
142185,"Russia","(a) ","th persons, period average"
58569,"Serbia","(a) ","th persons, period average"
82691,"Ukraine","(a) ","th persons, period average"
79309,"Bosnia and Herzegovina","(a) ","in % of total"
79330,"Croatia","(a) ","in % of total"
79372,"Kazakhstan","(a) ","in % of total"
110408,"Kosovo","(a) ","in % of total"
120494,"Moldova","(a) ","in % of total"
79392,"Montenegro","(a) ","in % of total"
79412,"North Macedonia","(a) ","in % of total"
142206,"Russia","(a) ","in % of total"
79432,"Serbia","(a) ","in % of total"
82711,"Ukraine","(a) ","in % of total"
76662,"Bosnia and Herzegovina","(a) ","th persons, period average"
58651,"Croatia","(a) ","th persons, period average"
69408,"Kazakhstan","(a) ","th persons, period average"
110388,"Kosovo","(a) ","th persons, period average"
120455,"Moldova","(a) ","th persons, period average"
70278,"Montenegro","(a) ","th persons, period average"
63054,"North Macedonia","(a) ","th persons, period average"
142186,"Russia","(a) ","th persons, period average"
58570,"Serbia","(a) ","th persons, period average"
82692,"Ukraine","(a) ","th persons, period average"
79310,"Bosnia and Herzegovina","(a) ","in % of total"
79331,"Croatia","(a) ","in % of total"
79373,"Kazakhstan","(a) ","in % of total"
110409,"Kosovo","(a) ","in % of total"
120495,"Moldova","(a) ","in % of total"
79393,"Montenegro","(a) ","in % of total"
79413,"North Macedonia","(a) ","in % of total"
142207,"Russia","(a) ","in % of total"
79433,"Serbia","(a) ","in % of total"
82712,"Ukraine","(a) ","in % of total"
76663,"Bosnia and Herzegovina","(a) ","th persons, period average"
58652,"Croatia","(a) ","th persons, period average"
69409,"Kazakhstan","(a) ","th persons, period average"
110389,"Kosovo","(a) ","th persons, period average"
120456,"Moldova","(a) ","th persons, period average"
70279,"Montenegro","(a) ","th persons, period average"
63055,"North Macedonia","(a) ","th persons, period average"
142187,"Russia","(a) ","th persons, period average"
58571,"Serbia","(a) ","th persons, period average"
82693,"Ukraine","(a) ","th persons, period average"
79311,"Bosnia and Herzegovina","(a) ","in % of total"
79332,"Croatia","(a) ","in % of total"
79374,"Kazakhstan","(a) ","in % of total"
110410,"Kosovo","(a) ","in % of total"
120496,"Moldova","(a) ","in % of total"
79394,"Montenegro","(a) ","in % of total"
79414,"North Macedonia","(a) ","in % of total"
142208,"Russia","(a) ","in % of total"
79434,"Serbia","(a) ","in % of total"
82713,"Ukraine","(a) ","in % of total"
76664,"Bosnia and Herzegovina","(a) ","th persons, period average"
58653,"Croatia","(a) ","th persons, period average"
69410,"Kazakhstan","(a) ","th persons, period average"
110390,"Kosovo","(a) ","th persons, period average"
120457,"Moldova","(a) ","th persons, period average"
70280,"Montenegro","(a) ","th persons, period average"
63056,"North Macedonia","(a) ","th persons, period average"
142188,"Russia","(a) ","th persons, period average"
58572,"Serbia","(a) ","th persons, period average"
82694,"Ukraine","(a) ","th persons, period average"
79312,"Bosnia and Herzegovina","(a) ","in % of total"
79333,"Croatia","(a) ","in % of total"
79375,"Kazakhstan","(a) ","in % of total"
110411,"Kosovo","(a) ","in % of total"
120497,"Moldova","(a) ","in % of total"
79395,"Montenegro","(a) ","in % of total"
79415,"North Macedonia","(a) ","in % of total"
142209,"Russia","(a) ","in % of total"
79435,"Serbia","(a) ","in % of total"
82714,"Ukraine","(a) ","in % of total"
76665,"Bosnia and Herzegovina","(a) ","th persons, period average"
58654,"Croatia","(a) ","th persons, period average"
69411,"Kazakhstan","(a) ","th persons, period average"
120458,"Moldova","(a) ","th persons, period average"
70281,"Montenegro","(a) ","th persons, period average"
63057,"North Macedonia","(a) ","th persons, period average"
142189,"Russia","(a) ","th persons, period average"
58573,"Serbia","(a) ","th persons, period average"
82695,"Ukraine","(a) ","th persons, period average"
79313,"Bosnia and Herzegovina","(a) ","in % of total"
79334,"Croatia","(a) ","in % of total"
79376,"Kazakhstan","(a) ","in % of total"
120498,"Moldova","(a) ","in % of total"
79396,"Montenegro","(a) ","in % of total"
79416,"North Macedonia","(a) ","in % of total"
142210,"Russia","(a) ","in % of total"
79436,"Serbia","(a) ","in % of total"
82715,"Ukraine","(a) ","in % of total"
76666,"Bosnia and Herzegovina","(a) ","th persons, period average"
58655,"Croatia","(a) ","th persons, period average"
69412,"Kazakhstan","(a) ","th persons, period average"
120459,"Moldova","(a) ","th persons, period average"
70282,"Montenegro","(a) ","th persons, period average"
63058,"North Macedonia","(a) ","th persons, period average"
142190,"Russia","(a) ","th persons, period average"
58574,"Serbia","(a) ","th persons, period average"
82696,"Ukraine","(a) ","th persons, period average"
79314,"Bosnia and Herzegovina","(a) ","in % of total"
79335,"Croatia","(a) ","in % of total"
79377,"Kazakhstan","(a) ","in % of total"
120499,"Moldova","(a) ","in % of total"
79397,"Montenegro","(a) ","in % of total"
79417,"North Macedonia","(a) ","in % of total"
142211,"Russia","(a) ","in % of total"
79437,"Serbia","(a) ","in % of total"
82716,"Ukraine","(a) ","in % of total"
76667,"Bosnia and Herzegovina","(a) ","th persons, period average"
58656,"Croatia","(a) ","th persons, period average"
69413,"Kazakhstan","(a) ","th persons, period average"
120460,"Moldova","(a) ","th persons, period average"
70283,"Montenegro","(a) ","th persons, period average"
63059,"North Macedonia","(a) ","th persons, period average"
142191,"Russia","(a) ","th persons, period average"
58575,"Serbia","(a) ","th persons, period average"
82697,"Ukraine","(a) ","th persons, period average"
79315,"Bosnia and Herzegovina","(a) ","in % of total"
79336,"Croatia","(a) ","in % of total"
79378,"Kazakhstan","(a) ","in % of total"
120500,"Moldova","(a) ","in % of total"
79398,"Montenegro","(a) ","in % of total"
79418,"North Macedonia","(a) ","in % of total"
142212,"Russia","(a) ","in % of total"
79438,"Serbia","(a) ","in % of total"
82717,"Ukraine","(a) ","in % of total"
76668,"Bosnia and Herzegovina","(a) ","th persons, period average"
58657,"Croatia","(a) ","th persons, period average"
69414,"Kazakhstan","(a) ","th persons, period average"
120461,"Moldova","(a) ","th persons, period average"
70284,"Montenegro","(a) ","th persons, period average"
63060,"North Macedonia","(a) ","th persons, period average"
142192,"Russia","(a) ","th persons, period average"
58576,"Serbia","(a) ","th persons, period average"
82698,"Ukraine","(a) ","th persons, period average"
79316,"Bosnia and Herzegovina","(a) ","in % of total"
79337,"Croatia","(a) ","in % of total"
79379,"Kazakhstan","(a) ","in % of total"
120501,"Moldova","(a) ","in % of total"
79399,"Montenegro","(a) ","in % of total"
79419,"North Macedonia","(a) ","in % of total"
142213,"Russia","(a) ","in % of total"
79439,"Serbia","(a) ","in % of total"
82718,"Ukraine","(a) ","in % of total"
76669,"Bosnia and Herzegovina","(a) ","th persons, period average"
58658,"Croatia","(a) ","th persons, period average"
69415,"Kazakhstan","(a) ","th persons, period average"
120462,"Moldova","(a) ","th persons, period average"
70285,"Montenegro","(a) ","th persons, period average"
63061,"North Macedonia","(a) ","th persons, period average"
142193,"Russia","(a) ","th persons, period average"
58577,"Serbia","(a) ","th persons, period average"
82699,"Ukraine","(a) ","th persons, period average"
79317,"Bosnia and Herzegovina","(a) ","in % of total"
79338,"Croatia","(a) ","in % of total"
79380,"Kazakhstan","(a) ","in % of total"
120502,"Moldova","(a) ","in % of total"
79400,"Montenegro","(a) ","in % of total"
79420,"North Macedonia","(a) ","in % of total"
142214,"Russia","(a) ","in % of total"
79440,"Serbia","(a) ","in % of total"
82719,"Ukraine","(a) ","in % of total"
76670,"Bosnia and Herzegovina","(a) ","th persons, period average"
58659,"Croatia","(a) ","th persons, period average"
69416,"Kazakhstan","(a) ","th persons, period average"
120463,"Moldova","(a) ","th persons, period average"
70286,"Montenegro","(a) ","th persons, period average"
63062,"North Macedonia","(a) ","th persons, period average"
142194,"Russia","(a) ","th persons, period average"
58578,"Serbia","(a) ","th persons, period average"
82700,"Ukraine","(a) ","th persons, period average"
79318,"Bosnia and Herzegovina","(a) ","in % of total"
79339,"Croatia","(a) ","in % of total"
79381,"Kazakhstan","(a) ","in % of total"
120503,"Moldova","(a) ","in % of total"
79401,"Montenegro","(a) ","in % of total"
79421,"North Macedonia","(a) ","in % of total"
142215,"Russia","(a) ","in % of total"
79441,"Serbia","(a) ","in % of total"
82720,"Ukraine","(a) ","in % of total"
76671,"Bosnia and Herzegovina","(a) ","th persons, period average"
58660,"Croatia","(a) ","th persons, period average"
69417,"Kazakhstan","(a) ","th persons, period average"
120464,"Moldova","(a) ","th persons, period average"
70287,"Montenegro","(a) ","th persons, period average"
63063,"North Macedonia","(a) ","th persons, period average"
142195,"Russia","(a) ","th persons, period average"
58579,"Serbia","(a) ","th persons, period average"
82701,"Ukraine","(a) ","th persons, period average"
79319,"Bosnia and Herzegovina","(a) ","in % of total"
79340,"Croatia","(a) ","in % of total"
79382,"Kazakhstan","(a) ","in % of total"
120504,"Moldova","(a) ","in % of total"
79402,"Montenegro","(a) ","in % of total"
79422,"North Macedonia","(a) ","in % of total"
142216,"Russia","(a) ","in % of total"
79442,"Serbia","(a) ","in % of total"
82721,"Ukraine","(a) ","in % of total"
76672,"Bosnia and Herzegovina","(a) ","th persons, period average"
58661,"Croatia","(a) ","th persons, period average"
69418,"Kazakhstan","(a) ","th persons, period average"
120465,"Moldova","(a) ","th persons, period average"
70288,"Montenegro","(a) ","th persons, period average"
63064,"North Macedonia","(a) ","th persons, period average"
142196,"Russia","(a) ","th persons, period average"
58580,"Serbia","(a) ","th persons, period average"
82702,"Ukraine","(a) ","th persons, period average"
79320,"Bosnia and Herzegovina","(a) ","in % of total"
79341,"Croatia","(a) ","in % of total"
79383,"Kazakhstan","(a) ","in % of total"
120505,"Moldova","(a) ","in % of total"
79403,"Montenegro","(a) ","in % of total"
79423,"North Macedonia","(a) ","in % of total"
142217,"Russia","(a) ","in % of total"
79443,"Serbia","(a) ","in % of total"
82722,"Ukraine","(a) ","in % of total"
76673,"Bosnia and Herzegovina","(a) ","th persons, period average"
58662,"Croatia","(a) ","th persons, period average"
69419,"Kazakhstan","(a) ","th persons, period average"
120466,"Moldova","(a) ","th persons, period average"
70289,"Montenegro","(a) ","th persons, period average"
63065,"North Macedonia","(a) ","th persons, period average"
142197,"Russia","(a) ","th persons, period average"
58581,"Serbia","(a) ","th persons, period average"
82703,"Ukraine","(a) ","th persons, period average"
79321,"Bosnia and Herzegovina","(a) ","in % of total"
79342,"Croatia","(a) ","in % of total"
79384,"Kazakhstan","(a) ","in % of total"
120506,"Moldova","(a) ","in % of total"
79404,"Montenegro","(a) ","in % of total"
79424,"North Macedonia","(a) ","in % of total"
142218,"Russia","(a) ","in % of total"
79444,"Serbia","(a) ","in % of total"
82723,"Ukraine","(a) ","in % of total"
142198,"Russia","(a) ","th persons, period average"
142219,"Russia","(a) ","in % of total"
85672,"Bosnia and Herzegovina","(a) ","th persons, period average"
110400,"Kosovo","(a) ","th persons, period average"
85674,"Bosnia and Herzegovina","(a) ","in % of total"
110421,"Kosovo","(a) ","in % of total"
72018,"Bosnia and Herzegovina","(a) ","th persons, period average"
72019,"Bulgaria","(a) ","th persons, period average"
72021,"Croatia","(a) ","th persons, period average"
72020,"Czechia","(a) ","th persons, period average"
72022,"Hungary","(a) ","th persons, period average"
72023,"Kazakhstan","(a) ","th persons, period average"
120396,"Moldova","(a) ","th persons, period average"
72024,"Montenegro","(a) ","th persons, period average"
72025,"North Macedonia","(a) ","th persons, period average"
72026,"Poland","(a) ","th persons, period average"
72027,"Romania","(a) ","th persons, period average"
72030,"Russia","(a) ","th persons, period average"
72029,"Serbia","(a) ","th persons, period average"
72034,"Serbia and Montenegro","(a) ","th persons, period average"
72032,"Slovakia","(a) ","th persons, period average"
72031,"Slovenia","(a) ","th persons, period average"
72033,"Ukraine","(a) ","th persons, period average"
79804,"Bosnia and Herzegovina","(a) ","in % of total"
79822,"Bulgaria","(a) ","in % of total"
79891,"Croatia","(a) ","in % of total"
79857,"Czechia","(a) ","in % of total"
79930,"Hungary","(a) ","in % of total"
79951,"Kazakhstan","(a) ","in % of total"
120430,"Moldova","(a) ","in % of total"
79968,"Montenegro","(a) ","in % of total"
79985,"North Macedonia","(a) ","in % of total"
80002,"Poland","(a) ","in % of total"
80036,"Romania","(a) ","in % of total"
80072,"Russia","(a) ","in % of total"
80053,"Serbia","(a) ","in % of total"
80178,"Serbia and Montenegro","(a) ","in % of total"
80144,"Slovakia","(a) ","in % of total"
80109,"Slovenia","(a) ","in % of total"
80161,"Ukraine","(a) ","in % of total"
22329,"Bosnia and Herzegovina","(a) ","th persons, period average"
16005,"Bulgaria","(a) ","th persons, period average"
20209,"Croatia","(a) ","th persons, period average"
16880,"Czechia","(a) ","th persons, period average"
18768,"Hungary","(a) ","th persons, period average"
69439,"Kazakhstan","(a) ","th persons, period average"
120397,"Moldova","(a) ","th persons, period average"
18252,"Montenegro","(a) ","th persons, period average"
21781,"North Macedonia","(a) ","th persons, period average"
22864,"Poland","(a) ","th persons, period average"
23832,"Romania","(a) ","th persons, period average"
58985,"Russia","(a) ","th persons, period average"
19648,"Serbia","(a) ","th persons, period average"
27949,"Serbia and Montenegro","(a) ","th persons, period average"
26588,"Slovakia","(a) ","th persons, period average"
20877,"Slovenia","(a) ","th persons, period average"
63031,"Ukraine","(a) ","th persons, period average"
79784,"Bosnia and Herzegovina","(a) ","in % of total"
79805,"Bulgaria","(a) ","in % of total"
79875,"Croatia","(a) ","in % of total"
79841,"Czechia","(a) ","in % of total"
79913,"Hungary","(a) ","in % of total"
79931,"Kazakhstan","(a) ","in % of total"
120431,"Moldova","(a) ","in % of total"
79952,"Montenegro","(a) ","in % of total"
79969,"North Macedonia","(a) ","in % of total"
79986,"Poland","(a) ","in % of total"
80020,"Romania","(a) ","in % of total"
80054,"Russia","(a) ","in % of total"
80037,"Serbia","(a) ","in % of total"
80162,"Serbia and Montenegro","(a) ","in % of total"
80129,"Slovakia","(a) ","in % of total"
80091,"Slovenia","(a) ","in % of total"
80145,"Ukraine","(a) ","in % of total"
16007,"Bulgaria","(a) ","th persons, period average"
18770,"Hungary","(a) ","th persons, period average"
79806,"Bulgaria","(a) ","in % of total"
79914,"Hungary","(a) ","in % of total"
22330,"Bosnia and Herzegovina","(a) ","th persons, period average"
16006,"Bulgaria","(a) ","th persons, period average"
20210,"Croatia","(a) ","th persons, period average"
16881,"Czechia","(a) ","th persons, period average"
18769,"Hungary","(a) ","th persons, period average"
69440,"Kazakhstan","(a) ","th persons, period average"
120398,"Moldova","(a) ","th persons, period average"
18253,"Montenegro","(a) ","th persons, period average"
21782,"North Macedonia","(a) ","th persons, period average"
22865,"Poland","(a) ","th persons, period average"
23834,"Romania","(a) ","th persons, period average"
58986,"Russia","(a) ","th persons, period average"
19649,"Serbia","(a) ","th persons, period average"
27950,"Serbia and Montenegro","(a) ","th persons, period average"
20878,"Slovenia","(a) ","th persons, period average"
63032,"Ukraine","(a) ","th persons, period average"
79785,"Bosnia and Herzegovina","(a) ","in % of total"
79807,"Bulgaria","(a) ","in % of total"
79876,"Croatia","(a) ","in % of total"
79842,"Czechia","(a) ","in % of total"
79915,"Hungary","(a) ","in % of total"
79932,"Kazakhstan","(a) ","in % of total"
120432,"Moldova","(a) ","in % of total"
79953,"Montenegro","(a) ","in % of total"
79970,"North Macedonia","(a) ","in % of total"
79987,"Poland","(a) ","in % of total"
80021,"Romania","(a) ","in % of total"
80055,"Russia","(a) ","in % of total"
80038,"Serbia","(a) ","in % of total"
80163,"Serbia and Montenegro","(a) ","in % of total"
80092,"Slovenia","(a) ","in % of total"
80146,"Ukraine","(a) ","in % of total"
22331,"Bosnia and Herzegovina","(a) ","th persons, period average"
16008,"Bulgaria","(a) ","th persons, period average"
20211,"Croatia","(a) ","th persons, period average"
16883,"Czechia","(a) ","th persons, period average"
18771,"Hungary","(a) ","th persons, period average"
69442,"Kazakhstan","(a) ","th persons, period average"
120400,"Moldova","(a) ","th persons, period average"
18254,"Montenegro","(a) ","th persons, period average"
21784,"North Macedonia","(a) ","th persons, period average"
22867,"Poland","(a) ","th persons, period average"
23836,"Romania","(a) ","th persons, period average"
58987,"Russia","(a) ","th persons, period average"
19650,"Serbia","(a) ","th persons, period average"
27951,"Serbia and Montenegro","(a) ","th persons, period average"
26590,"Slovakia","(a) ","th persons, period average"
20880,"Slovenia","(a) ","th persons, period average"
25865,"Ukraine","(a) ","th persons, period average"
79786,"Bosnia and Herzegovina","(a) ","in % of total"
79808,"Bulgaria","(a) ","in % of total"
79877,"Croatia","(a) ","in % of total"
79843,"Czechia","(a) ","in % of total"
79916,"Hungary","(a) ","in % of total"
79933,"Kazakhstan","(a) ","in % of total"
120434,"Moldova","(a) ","in % of total"
79954,"Montenegro","(a) ","in % of total"
79971,"North Macedonia","(a) ","in % of total"
79988,"Poland","(a) ","in % of total"
80022,"Romania","(a) ","in % of total"
80056,"Russia","(a) ","in % of total"
80039,"Serbia","(a) ","in % of total"
80164,"Serbia and Montenegro","(a) ","in % of total"
80130,"Slovakia","(a) ","in % of total"
80093,"Slovenia","(a) ","in % of total"
80147,"Ukraine","(a) ","in % of total"
22334,"Bosnia and Herzegovina","(a) ","th persons, period average"
16011,"Bulgaria","(a) ","th persons, period average"
20214,"Croatia","(a) ","th persons, period average"
16882,"Czechia","(a) ","th persons, period average"
18774,"Hungary","(a) ","th persons, period average"
69441,"Kazakhstan","(a) ","th persons, period average"
120399,"Moldova","(a) ","th persons, period average"
18257,"Montenegro","(a) ","th persons, period average"
21783,"North Macedonia","(a) ","th persons, period average"
22866,"Poland","(a) ","th persons, period average"
23842,"Romania","(a) ","th persons, period average"
58990,"Russia","(a) ","th persons, period average"
19653,"Serbia","(a) ","th persons, period average"
27954,"Serbia and Montenegro","(a) ","th persons, period average"
26589,"Slovakia","(a) ","th persons, period average"
20879,"Slovenia","(a) ","th persons, period average"
25866,"Ukraine","(a) ","th persons, period average"
79787,"Bosnia and Herzegovina","(a) ","in % of total"
79809,"Bulgaria","(a) ","in % of total"
79878,"Croatia","(a) ","in % of total"
79844,"Czechia","(a) ","in % of total"
79917,"Hungary","(a) ","in % of total"
