"lid","reporter","indicator","unit"
89856,"Croatia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89854,"Czechia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89855,"Estonia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89857,"Hungary","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89858,"Kazakhstan","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89871,"Kosovo","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89860,"Latvia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89859,"Lithuania","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
140659,"Moldova","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89861,"Montenegro","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89862,"North Macedonia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89863,"Poland","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89864,"Romania","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89866,"Russia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89865,"Serbia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89868,"Slovakia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89867,"Slovenia","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89869,"Turkey","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
89870,"Ukraine","(m) Government final consumption expenditure","NCU m (incl. 'euro fixed' series)"
90114,"Albania","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90117,"Belarus","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90115,"Bosnia and Herzegovina","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90116,"Bulgaria","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90120,"Croatia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90118,"Czechia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90119,"Estonia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90121,"Hungary","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90122,"Kazakhstan","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90135,"Kosovo","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90124,"Latvia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90123,"Lithuania","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
140660,"Moldova","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90125,"Montenegro","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90126,"North Macedonia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90127,"Poland","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90128,"Romania","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90130,"Russia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90129,"Serbia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90132,"Slovakia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90131,"Slovenia","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90133,"Turkey","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90134,"Ukraine","(m) Government final consumption expenditure","NCU m, cumulated (incl. 'euro fixed' series)"
90906,"Albania","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90909,"Belarus","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90907,"Bosnia and Herzegovina","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90908,"Bulgaria","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90912,"Croatia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90910,"Czechia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90911,"Estonia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90913,"Hungary","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90914,"Kazakhstan","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90927,"Kosovo","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90916,"Latvia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90915,"Lithuania","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
140661,"Moldova","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90917,"Montenegro","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90918,"North Macedonia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90919,"Poland","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90920,"Romania","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90922,"Russia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90921,"Serbia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90924,"Slovakia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90923,"Slovenia","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90925,"Turkey","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90926,"Ukraine","(m) Government final consumption expenditure","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
91103,"Albania","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91106,"Belarus","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91104,"Bosnia and Herzegovina","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91105,"Bulgaria","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91109,"Croatia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91107,"Czechia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91108,"Estonia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91110,"Hungary","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91111,"Kazakhstan","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91124,"Kosovo","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91113,"Latvia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91112,"Lithuania","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
140662,"Moldova","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91114,"Montenegro","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91115,"North Macedonia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91116,"Poland","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91117,"Romania","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91119,"Russia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91118,"Serbia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91121,"Slovakia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91120,"Slovenia","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91122,"Turkey","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
91123,"Ukraine","(m) Government final consumption expenditure","index real, corresponding period of previous year = 100 (quarterly data)"
104614,"Albania","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104617,"Belarus","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104615,"Bosnia and Herzegovina","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104616,"Bulgaria","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104620,"Croatia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104618,"Czechia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104619,"Estonia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104621,"Hungary","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104622,"Kazakhstan","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104635,"Kosovo","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104624,"Latvia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104623,"Lithuania","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
140664,"Moldova","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104625,"Montenegro","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104626,"North Macedonia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104627,"Poland","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104628,"Romania","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104630,"Russia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104629,"Serbia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104632,"Slovakia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104631,"Slovenia","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104633,"Turkey","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
104634,"Ukraine","(m) Government final consumption expenditure","contribution to GDP growth, percentage point change on the period of previous year"
90378,"Albania","(m) Government final consumption expenditure","in % of GDP"
90381,"Belarus","(m) Government final consumption expenditure","in % of GDP"
90379,"Bosnia and Herzegovina","(m) Government final consumption expenditure","in % of GDP"
90380,"Bulgaria","(m) Government final consumption expenditure","in % of GDP"
90384,"Croatia","(m) Government final consumption expenditure","in % of GDP"
90382,"Czechia","(m) Government final consumption expenditure","in % of GDP"
90383,"Estonia","(m) Government final consumption expenditure","in % of GDP"
90385,"Hungary","(m) Government final consumption expenditure","in % of GDP"
90386,"Kazakhstan","(m) Government final consumption expenditure","in % of GDP"
90399,"Kosovo","(m) Government final consumption expenditure","in % of GDP"
90388,"Latvia","(m) Government final consumption expenditure","in % of GDP"
90387,"Lithuania","(m) Government final consumption expenditure","in % of GDP"
140665,"Moldova","(m) Government final consumption expenditure","in % of GDP"
90389,"Montenegro","(m) Government final consumption expenditure","in % of GDP"
90390,"North Macedonia","(m) Government final consumption expenditure","in % of GDP"
90391,"Poland","(m) Government final consumption expenditure","in % of GDP"
90392,"Romania","(m) Government final consumption expenditure","in % of GDP"
90394,"Russia","(m) Government final consumption expenditure","in % of GDP"
90393,"Serbia","(m) Government final consumption expenditure","in % of GDP"
90396,"Slovakia","(m) Government final consumption expenditure","in % of GDP"
90395,"Slovenia","(m) Government final consumption expenditure","in % of GDP"
90397,"Turkey","(m) Government final consumption expenditure","in % of GDP"
90398,"Ukraine","(m) Government final consumption expenditure","in % of GDP"
90642,"Albania","(m) Government final consumption expenditure","in % of GDP, cumulated"
90645,"Belarus","(m) Government final consumption expenditure","in % of GDP, cumulated"
90643,"Bosnia and Herzegovina","(m) Government final consumption expenditure","in % of GDP, cumulated"
90644,"Bulgaria","(m) Government final consumption expenditure","in % of GDP, cumulated"
90648,"Croatia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90646,"Czechia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90647,"Estonia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90649,"Hungary","(m) Government final consumption expenditure","in % of GDP, cumulated"
90650,"Kazakhstan","(m) Government final consumption expenditure","in % of GDP, cumulated"
90663,"Kosovo","(m) Government final consumption expenditure","in % of GDP, cumulated"
90652,"Latvia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90651,"Lithuania","(m) Government final consumption expenditure","in % of GDP, cumulated"
140666,"Moldova","(m) Government final consumption expenditure","in % of GDP, cumulated"
90653,"Montenegro","(m) Government final consumption expenditure","in % of GDP, cumulated"
90654,"North Macedonia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90655,"Poland","(m) Government final consumption expenditure","in % of GDP, cumulated"
90656,"Romania","(m) Government final consumption expenditure","in % of GDP, cumulated"
90658,"Russia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90657,"Serbia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90660,"Slovakia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90659,"Slovenia","(m) Government final consumption expenditure","in % of GDP, cumulated"
90661,"Turkey","(m) Government final consumption expenditure","in % of GDP, cumulated"
90662,"Ukraine","(m) Government final consumption expenditure","in % of GDP, cumulated"
89875,"Belarus","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89873,"Bosnia and Herzegovina","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89874,"Bulgaria","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89878,"Croatia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89876,"Czechia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89877,"Estonia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89879,"Hungary","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89880,"Kazakhstan","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89893,"Kosovo","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89882,"Latvia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89881,"Lithuania","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
140667,"Moldova","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89883,"Montenegro","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89884,"North Macedonia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89885,"Poland","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89886,"Romania","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89888,"Russia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89887,"Serbia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89890,"Slovakia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89889,"Slovenia","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89891,"Turkey","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
89892,"Ukraine","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
90139,"Belarus","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90137,"Bosnia and Herzegovina","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90138,"Bulgaria","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90142,"Croatia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90140,"Czechia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90141,"Estonia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90143,"Hungary","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90144,"Kazakhstan","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90157,"Kosovo","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90146,"Latvia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90145,"Lithuania","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
140668,"Moldova","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90147,"Montenegro","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90148,"North Macedonia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90149,"Poland","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90150,"Romania","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90152,"Russia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90151,"Serbia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90154,"Slovakia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90153,"Slovenia","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90155,"Turkey","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90156,"Ukraine","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90931,"Belarus","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90929,"Bosnia and Herzegovina","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90930,"Bulgaria","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90934,"Croatia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90932,"Czechia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90933,"Estonia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90935,"Hungary","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90936,"Kazakhstan","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90949,"Kosovo","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90938,"Latvia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90937,"Lithuania","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90939,"Montenegro","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90940,"North Macedonia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90941,"Poland","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90942,"Romania","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90944,"Russia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90943,"Serbia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90946,"Slovakia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90945,"Slovenia","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90947,"Turkey","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90948,"Ukraine","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
91128,"Belarus","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91126,"Bosnia and Herzegovina","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91127,"Bulgaria","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91131,"Croatia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91129,"Czechia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91130,"Estonia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91132,"Hungary","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91133,"Kazakhstan","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91146,"Kosovo","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91135,"Latvia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91134,"Lithuania","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91136,"Montenegro","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91137,"North Macedonia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91138,"Poland","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91139,"Romania","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91141,"Russia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91140,"Serbia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91143,"Slovakia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91142,"Slovenia","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91144,"Turkey","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91145,"Ukraine","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
104638,"Belarus","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104636,"Bosnia and Herzegovina","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104637,"Bulgaria","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104641,"Croatia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104639,"Czechia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104640,"Estonia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104642,"Hungary","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104643,"Kazakhstan","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104656,"Kosovo","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104645,"Latvia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104644,"Lithuania","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104646,"Montenegro","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104647,"North Macedonia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104648,"Poland","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104649,"Romania","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104651,"Russia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104650,"Serbia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104653,"Slovakia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104652,"Slovenia","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104654,"Turkey","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104655,"Ukraine","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
90403,"Belarus","(m) Gross capital formation","in % of GDP"
90401,"Bosnia and Herzegovina","(m) Gross capital formation","in % of GDP"
90402,"Bulgaria","(m) Gross capital formation","in % of GDP"
90406,"Croatia","(m) Gross capital formation","in % of GDP"
90404,"Czechia","(m) Gross capital formation","in % of GDP"
90405,"Estonia","(m) Gross capital formation","in % of GDP"
90407,"Hungary","(m) Gross capital formation","in % of GDP"
90408,"Kazakhstan","(m) Gross capital formation","in % of GDP"
90421,"Kosovo","(m) Gross capital formation","in % of GDP"
90410,"Latvia","(m) Gross capital formation","in % of GDP"
90409,"Lithuania","(m) Gross capital formation","in % of GDP"
140673,"Moldova","(m) Gross capital formation","in % of GDP"
90411,"Montenegro","(m) Gross capital formation","in % of GDP"
90412,"North Macedonia","(m) Gross capital formation","in % of GDP"
90413,"Poland","(m) Gross capital formation","in % of GDP"
90414,"Romania","(m) Gross capital formation","in % of GDP"
90416,"Russia","(m) Gross capital formation","in % of GDP"
90415,"Serbia","(m) Gross capital formation","in % of GDP"
90418,"Slovakia","(m) Gross capital formation","in % of GDP"
90417,"Slovenia","(m) Gross capital formation","in % of GDP"
90419,"Turkey","(m) Gross capital formation","in % of GDP"
90420,"Ukraine","(m) Gross capital formation","in % of GDP"
90667,"Belarus","(m) Gross capital formation","in % of GDP, cumulated"
90665,"Bosnia and Herzegovina","(m) Gross capital formation","in % of GDP, cumulated"
90666,"Bulgaria","(m) Gross capital formation","in % of GDP, cumulated"
90670,"Croatia","(m) Gross capital formation","in % of GDP, cumulated"
90668,"Czechia","(m) Gross capital formation","in % of GDP, cumulated"
90669,"Estonia","(m) Gross capital formation","in % of GDP, cumulated"
90671,"Hungary","(m) Gross capital formation","in % of GDP, cumulated"
90672,"Kazakhstan","(m) Gross capital formation","in % of GDP, cumulated"
90685,"Kosovo","(m) Gross capital formation","in % of GDP, cumulated"
90674,"Latvia","(m) Gross capital formation","in % of GDP, cumulated"
90673,"Lithuania","(m) Gross capital formation","in % of GDP, cumulated"
140674,"Moldova","(m) Gross capital formation","in % of GDP, cumulated"
90675,"Montenegro","(m) Gross capital formation","in % of GDP, cumulated"
90676,"North Macedonia","(m) Gross capital formation","in % of GDP, cumulated"
90677,"Poland","(m) Gross capital formation","in % of GDP, cumulated"
90678,"Romania","(m) Gross capital formation","in % of GDP, cumulated"
90680,"Russia","(m) Gross capital formation","in % of GDP, cumulated"
90679,"Serbia","(m) Gross capital formation","in % of GDP, cumulated"
90682,"Slovakia","(m) Gross capital formation","in % of GDP, cumulated"
90681,"Slovenia","(m) Gross capital formation","in % of GDP, cumulated"
90683,"Turkey","(m) Gross capital formation","in % of GDP, cumulated"
90684,"Ukraine","(m) Gross capital formation","in % of GDP, cumulated"
89894,"Albania","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89897,"Belarus","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89895,"Bosnia and Herzegovina","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89896,"Bulgaria","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89900,"Croatia","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89898,"Czechia","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89899,"Estonia","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89901,"Hungary","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89902,"Kazakhstan","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89904,"Latvia","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89903,"Lithuania","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
